month,east_cargo,pax_t123,pax_t4,west_cargo,aircraft_total,air_cargo_kt
2021-04,0.07612267250821461,0.07488797973894402,0.041041041041041,0.0727272727272727,8166,155141.0
2021-05,0.07618352196665447,0.06321839080459765,0.041526374859708136,0.07023569023569019,8702,159727.0
2021-06,0.07975335686179054,0.07606987466718611,0.03439803439803437,0.068080808080808,8821,160959.0
2021-07,0.0710721674577096,0.07140074030781215,0.0375830375830375,0.07722222222222215,9400,163550.0
2021-08,,,0.0808990808990809,,9294,165475.0
2021-09,0.08527037442700086,0.07339437625819854,0.0796250796250796,0.08589225589225587,9427,171303.0
2021-10,,,0.078078078078078,,10185,182035.0
2021-11,0.0741146403797006,0.0651860510422754,0.0741650741650741,0.0666666666666666,10441,177416.0
2021-12,0.07168066204210781,0.06629001883239166,0.09227409227409226,0.07026936026936027,12151,183824.0
2022-01,0.08111232810027985,0.07114747710890315,0.07612157612157605,0.0777777777777777,12175,169465.0
2022-02,0.0713155652914689,0.0573543736606273,0.098007098007098,0.0805050505050505,10852,136794.0
2022-03,0.06555514989249923,0.061809208390155135,0.08878575545242207,0.07956228956228954,13172,151989.0
2022-04,0.064865522696848,0.0824469121371517,0.0989170989170989,0.0773737373737373,15055,152296.0
2022-05,0.06857733966167695,0.061815702318332305,0.0931385931385931,0.0767676767676767,17109,153450.0
2022-06,0.0671778021175611,0.0704071692967075,0.11001911001911,0.079090909090909,18380,163290.0
2022-07,0.0591456736035049,0.0523280732515098,0.101010101010101,0.0734343434343434,20275,163274.0
2022-08,0.064865522696848,,,,20433,152653.0
2022-10,0.0806863818912011,0.0657705045782193,0.0808080808080808,0.0614141414141414,21784,152297.0
2022-11,0.0760618230497748,0.0714202220923436,0.0919100919100919,0.0817171717171717,23651,150754.0
2022-12,,,0.0987350987350987,,25352,152562.0
2023-01,,,0.0951860951860951,,25176,133497.0
2023-02,0.07466228550565895,0.0754139879212935,0.0855097521764188,0.0697979797979798,22856,130936.0
2023-03,0.0820250699768772,0.0658094681472823,,0.0706060606060606,26088,152482.0
2023-04,0.081416575392479,0.0730177284239236,0.1041041041041041,0.0728282828282828,26301,140893.0
2023-05,0.07989533893148346,0.06683550879927264,0.0926077592744259,0.07419191919191914,27571,142117.0
2023-06,0.07587927467445535,0.0714981492304695,0.09131859131859124,0.0679797979797979,27522,135471.0
2023-07,0.0786175003042472,0.0692772257938827,0.09009009009009,0.0749494949494949,28870,148810.0
2023-09,0.0788608981380065,0.07054354178842775,0.09618709618709614,0.0859595959595959,27839,153785.0
2023-10,0.045353129690479034,0.05679589583739203,0.0936694270027603,0.06555555555555553,28708,152676.0
2023-11,0.08403310210539125,0.0615234755503604,0.0807170807170807,0.08479797979797976,28003,150215.0
2023-12,0.0764269198004137,0.0665108123904149,0.0791700791700791,0.0802020202020202,30436,150575.0
2024-01,,0.1150594194428209,,0.0689898989898989,30127,156142.0
2024-02,0.0520871364244858,0.06984219754529511,0.1022841022841022,0.07363636363636361,28822,143078.0
2024-04,0.07472313496409874,,0.08331058331058325,0.0802020202020202,29098,158109.0
2024-05,0.07204575879274673,0.0832261835184102,0.09327509327509326,0.0729292929292929,30123,170471.0
2024-06,,,0.1025571025571025,,30059,157297.0
2024-07,0.0732627479615431,0.08047925189947396,0.07716807716807711,,30964,173896.0
2024-08,0.0801995862236826,0.06995908825248384,0.08440258440258434,0.0748484848484848,31180,166479.0
2024-11,0.0,0.0,0.0,0.0,30787,172793.0
2025-01,0.0777656078860898,0.0827975842587181,,0.0701010101010101,33104,159763.0
2025-02,0.0743580382134599,0.07574517825832841,0.0849030849030849,0.0618181818181818,29238,143108.0
2025-03,0.0789825970548862,0.0654977595947788,0.0838110838110838,0.0679797979797979,31624,177401.0
2025-04,0.07959109163928435,0.07664134034677575,0.09295659295659289,0.0842424242424242,31031,167499.0
2025-05,,,0.0671580671580671,,31672,176032.0
2025-06,0.0794693927224047,0.0783947009546074,0.0717080717080717,0.0635353535353535,30927,172680.0
2025-07,0.0806863818912011,0.08669394116501063,0.08205174871841536,0.0703367003367003,31281,179512.0
2025-08,0.0810920449474666,0.0775245145788687,0.08099008099008094,0.06999999999999997,30764,177333.0
2025-09,0.0817816721431179,0.0824079485680888,0.0899080899080899,0.0675757575757575,29549,174298.0
2025-10,0.0245831812096872,0.0267290083771673,0.0722540722540722,0.0289898989898989,31213,182196.0
2025-12,0.0830595107703541,0.072530683810637,0.06888706888706886,0.0831818181818181,32910,184434.0
2026-01,0.0833637580625532,0.0847457627118644,0.0684320684320684,0.0851515151515151,32726,170966.0
2026-02,0.06798912823009202,0.08437560880576661,0.06360906360906356,0.06612794612794606,30223,157684.0
2026-03,0.0814774248509188,0.0826612117669978,0.06451906451906445,0.07520202020202015,32356,188142.0
2026-04,0.07393209200438111,0.07995324371712445,0.07839657839657835,0.07404040404040403,30875,189052.0
2026-05,0.0756155936878828,0.0625560101305279,0.05811872478539143,0.06828282828282825,30766,190326.0
2026-06,0.0811731775587197,0.0790960451977401,0.0687050687050687,0.0853535353535353,30741,187290.0
2026-07,0.0771571133016916,0.0808494058055717,,0.0673737373737373,31498,192596.0
